ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17925|Art & Illustrations|||Still Image|Plate 89.14.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2004 x 1461 px|"3.34"" x 2.43"""|8.48cm x 6.18cm|sRGB|Lattice window. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17925|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a lattice window. Late Dewan Ilam Sing's Residence, Tumloong [Tumlong].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:19:55||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Tumlong, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/11/_17925.tif
17931|Art & Illustrations|||Still Image|Plate 91.1.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2004 x 3076 px|"3.34"" x 5.13"""|8.48cm x 13.02cm|sRGB|Bumanpoorth, Dacca.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17931|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Bumanpoorth [?], Dacca [Dhaka].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:13||Landscape|Released, Approved|||Drawing|||undef|Yes||||Bangladesh|Dhaka|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17931.tif
17932|Art & Illustrations|||Still Image|Plate 91.2.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1988 x 3041 px|"3.31"" x 5.07"""|8.42cm x 12.87cm|sRGB|Khassya hills, from Chattuk, across Soorma River.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17932|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Khassya hills [Khasi Hills], from Chattuk [Chhatak], across Soorma River [Surma River].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:13||Landscape|Released, Approved|||Drawing|||undef|Yes||||Bangladesh|Chhatak|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17932.tif
17933|Art & Illustrations|||Still Image|Plate 91.3.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2264 x 1861 px|"3.77"" x 3.1"""|9.58cm x 7.88cm|sRGB|Soormah River.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17933|Watercolour World||0.1666666667|80|Helen Hewitt|Soormah River [Surma River]. June 4th 1850.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:13||Portrait|Released, Approved|||Drawing|||undef|Yes||||Bangladesh|Surma River|4|6|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17933.tif
17935|Art & Illustrations|||Still Image|Plate 91.5.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2268 x 1865 px|"3.78"" x 3.11"""|9.6cm x 7.9cm|sRGB|Hindu temple, banks of Soormah.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17935|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Hindu temple, gilt? Banks of Soormah [Surma]. June 4/1850.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:13||Portrait|Released, Approved|||Drawing|||undef|Yes||||Bangladesh|Surma River|4|6|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17935.tif
17937|Art & Illustrations|||Still Image|Plate 91.7.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1908 x 2969 px|"3.18"" x 4.95"""|8.08cm x 12.57cm|sRGB|Ganges.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17937|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of the Ganges. May 20 1850.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:51||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Ganges|20|5|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17937.tif
17938|Art & Illustrations|||Still Image|Plate 91.8.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1904 x 3032 px|"3.17"" x 5.05"""|8.06cm x 12.84cm|sRGB|Bean Leah, Ganges.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17938|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Bean Leah, Ganges.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-19 15:23:51||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Ganges|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/14/_17938.tif
17944|Art & Illustrations|||Still Image|Plate 93.1.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2392 x 1861 px|"3.99"" x 3.1"""|10.13cm x 7.88cm|sRGB|Pen and ink sketches of faces.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17944|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketches of faces.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 13:57:43||Portrait|Released, Approved|||Pen & Ink|||undef|Yes||||India||||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/15/_17944.tif
17945|Art & Illustrations|||Still Image|Plate 93.2.tif|image/tiff|41 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3176 x 4568 px|"5.29"" x 7.61"""|13.45cm x 19.34cm|sRGB|Mamloo rocks and village, looking South West.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17945|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Maloo [Mawmluh] rocks and village, looking South West.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 13:57:43||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Mawmluh, Cherrapunjee, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/15/_17945.tif
17947|Art & Illustrations|||Still Image|Plate 93.4.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1980 x 3061 px|"3.3"" x 5.1"""|8.38cm x 12.96cm|sRGB|Vine walkways in the forest.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Indian rubber tree|MORACEAE|Ficus|elastica|Roxb. ex Hornem.|17947|Watercolour World||0.1666666667|80|Helen Hewitt|"Pencil sketch of vine walkways in the forest. ""Living bridge"" formed of the aerial roots of the India Rubber and other kinds of figs."|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 13:59:04||Landscape|Released, Approved|||Drawing|||undef|Yes|||Plant|India||||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/15/_17947.tif
17949|Art & Illustrations|||Still Image|Plate 93.6.tif|image/tiff|32 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1956 x 5892 px|"3.26"" x 9.82"""|8.28cm x 24.94cm|sRGB|View from Surureem.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17949|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Surureem. |Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:00:09||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Assam|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/15/_17949.tif
17950|Art & Illustrations|||Still Image|Plate 94.1.tif|image/tiff|42 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3216 x 4636 px|"5.36"" x 7.73"""|13.61cm x 19.63cm|sRGB|Gorge with dense jungle, Mamloo cascades.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17950|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of gorge with dense jungle, Mamloo cascades [Krem Mawmluh].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:01:17||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Mawmluh, Cherrapunjee, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/16/_17950.tif
17951|Art & Illustrations|||Still Image|Plate 94.2.tif|image/tiff|43 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3220 x 4716 px|"5.37"" x 7.86"""|13.63cm x 19.96cm|sRGB|Himalayas from Pomrang, Khassya Mnts.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17951|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Himalayas from Pomrang, Khassya Mnts [Khasi Hills]. Sept. 23/50.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:01:55||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Khasi Hills, Meghalaya|23|9|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/23/16/_17951.tif
17952|Art & Illustrations|||Still Image|Plate 95.1.tif|image/tiff|38 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2096 x 6448 px|"3.49"" x 10.75"""|8.87cm x 27.3cm|sRGB|View from Poonji village. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17952|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Poonji village. Limestone hills with coal. Tippnah [Tipperah] hills in distance. |Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:02:58||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Poonji, Chhattisgarh|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17952.tif
17955|Art & Illustrations|||Still Image|Plate 95.4.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2004 x 3096 px|"3.34"" x 5.16"""|8.48cm x 13.11cm|sRGB|Arch cut through sandstone rocks. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17955|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of arch cut through limestone rocks. Mamloo Khassiya [Mawmluh, Khasi], June 17. |Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:03:51||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Mawmluh, Cherrapunjee, Meghalaya|17|6|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17955.tif
17957|Art & Illustrations|||Still Image|Plate 95.6.tif|image/tiff|9 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1500 x 2169 px|"2.5"" x 3.62"""|6.35cm x 9.18cm|sRGB|Chamaerops khaiana|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Fan palm|ARECACEAE|Chamaerops|sp.|L.|17957|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Chamaerops khaiana.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:03:51||Landscape|Released, Approved|||Drawing|||undef|Yes||Chamaerops khaiana|Plant|India|Khasi Hills, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17957.tif
17958|Art & Illustrations|||Still Image|Plate 96.1.tif|image/tiff|10 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1462 x 2480 px|"2.44"" x 4.13"""|6.19cm x 10.5cm|sRGB|View from Surureem.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17958|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Surureem. |Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:04:38||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Assam|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17958.tif
17959|Art & Illustrations|||Still Image|Plate 96.2.tif|image/tiff|10 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1470 x 2494 px|"2.45"" x 4.16"""|6.22cm x 10.56cm|sRGB|View of Schillung from Numkhan.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17959|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view of Schillung [Shillong] from Numkhan [Nongkrem].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:04:38||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Shillong, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17959.tif
17960|Art & Illustrations|||Still Image|Plate 96.3.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2012 x 2868 px|"3.35"" x 4.78"""|8.52cm x 12.14cm|sRGB|Keallung from Myrang.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17960|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Keallung from Myrang.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:04:38||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Assam|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17960.tif
17965|Art & Illustrations|||Still Image|Plate 96.8.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1964 x 2997 px|"3.27"" x 4.99"""|8.31cm x 12.69cm|sRGB|Kollong Rock.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17965|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kollong Rock.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:05:22||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Khasi Hills, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17965.tif
17966|Art & Illustrations|||Still Image|Plate 96.9.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1984 x 3040 px|"3.31"" x 5.07"""|8.4cm x 12.87cm|sRGB|Kullung rock.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17966|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kollong Rock [Kullung rock]. July 10/50.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:05:22||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Khasi Hills, Meghalaya|10|7|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17966.tif
17968|Art & Illustrations|||Still Image|Plate 97.2.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1992 x 2904 px|"3.32"" x 4.84"""|8.43cm x 12.29cm|sRGB|Chela village.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17968|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Chela village.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:10||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17968.tif
17970|Art & Illustrations|||Still Image|Plate 97.4.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3004 x 1981 px|"5.01"" x 3.3"""|12.72cm x 8.39cm|sRGB|C. latifolia|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact||||ARECACEAE|C.|latifolia||17970|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of C. latifolia [palm tree].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:47||Portrait|Released, Approved|||Drawing|||undef|Yes|||Plant|India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17970.tif
17971|Art & Illustrations|||Still Image|Plate 97.5.tif|image/tiff|13 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2484 x 1928 px|"4.14"" x 3.21"""|10.52cm x 8.16cm|sRGB|House at Chela village.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17971|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of house at Chela village.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:47||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17971.tif
17972|Art & Illustrations|||Still Image|Plate 97.6.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2848 x 1925 px|"4.75"" x 3.21"""|12.06cm x 8.15cm|sRGB|Rhimet.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17972|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Rhimet [palm tree?].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:47||Portrait|Released, Approved|||Drawing|false||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17972.tif
17973|Art & Illustrations|||Still Image|Plate 97.7.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1888 x 3021 px|"3.15"" x 5.03"""|7.99cm x 12.79cm|sRGB|C. schipopatten|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17973|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of C. schipopatten [palm tree?].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:47||Landscape|Released, Approved|||Drawing|false||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17973.tif
17974|Art & Illustrations|||Still Image|Plate 97.8.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1956 x 3032 px|"3.26"" x 5.05"""|8.28cm x 12.84cm|sRGB|Sandstone rocks beyond Punji.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17974|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of sandstone rocks beyond Punji. Khassiya, June 18th.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:06:47||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Cherrapunjee, Meghalaya|18|6|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17974.tif
17977|Art & Illustrations|||Still Image|Plate 98.3.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1956 x 2893 px|"3.26"" x 4.82"""|8.28cm x 12.25cm|sRGB|Nonkreem village.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17977|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Nonkreem [Nongkrem] village.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:08:34||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Nongkrem, Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/14/_17977.tif
17981|Art & Illustrations|||Still Image|Plate 99.2.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2048 x 2908 px|"3.41"" x 4.85"""|8.67cm x 12.31cm|sRGB|Firs, Pomrang. Khasia pine.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Khasi pine, Benguet pine, three-needled pine|PINACEAE|Pinus|kesiya|Royle ex Gordon|17981|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Khasia Pine, near Pomrang.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:10:05||Landscape|Released, Approved|||Drawing|||undef|Yes|||Plant|India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17981.tif
17982|Art & Illustrations|||Still Image|Plate 99.3.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2036 x 2921 px|"3.39"" x 4.87"""|8.62cm x 12.37cm|sRGB|Mooshye.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17982|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Mooshye.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:10:05||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17982.tif
17984|Art & Illustrations|||Still Image|Plate 100.1.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2008 x 2880 px|"3.35"" x 4.8"""|8.5cm x 12.19cm|sRGB|Songut River flowing south from Mooshye.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17984|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Songut [?] River flowing south from Mooshye.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:12:08||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17984.tif
17985|Art & Illustrations|||Still Image|Plate 100.2.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2004 x 2852 px|"3.34"" x 4.75"""|8.48cm x 12.07cm|sRGB|Meghalaya view.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17985|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Meghalaya view.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:12:08||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17985.tif
17986|Art & Illustrations|||Still Image|Plate 100.3.tif|image/tiff|9 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1392 x 2465 px|"2.32"" x 4.11"""|5.89cm x 10.44cm|sRGB|Building in Joowye.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17986|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of building in Joowye.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:12:08||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17986.tif
17987|Art & Illustrations|||Still Image|Plate 100.4.tif|image/tiff|10 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1508 x 2505 px|"2.51"" x 4.18"""|6.38cm x 10.6cm|sRGB|Old bridge at Amwee.|Pen and ink by Joseph Dalton Hooker.|Illustration or Artefact||||||||17987|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of old bridge at Amwee. Sept. 27.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:13:04||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Meghalaya|27|9|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17987.tif
17988|Art & Illustrations|||Still Image|Plate 100.5.tif|image/tiff|10 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2592 x 1452 px|"4.32"" x 2.42"""|10.97cm x 6.15cm|sRGB|Wood carvings.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17988|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of wood carvings.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:13:04||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17988.tif
17990|Art & Illustrations|||Still Image|Plate 100.7.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2012 x 2881 px|"3.35"" x 4.8"""|8.52cm x 12.2cm|sRGB|Nurtiung. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17990|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Nurtiung.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:13:04||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17990.tif
17991|Art & Illustrations|||Still Image|Plate 100.8.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2008 x 2908 px|"3.35"" x 4.85"""|8.5cm x 12.31cm|sRGB|Mooshye.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17991|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Mooshye.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:13:04||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Meghalaya|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17991.tif
